date,student_name,center,city,grade,present
2024-03-03,Meera Desai,Pune-12,Pune,5th,1
2024-03-04,Meera Desai,Pune-12,Pune,5th,1
2024-03-05,Meera Desai,Pune-12,Pune,5th,0
2024-03-06,Meera Desai,Pune-12,Pune,5th,1
2024-03-07,Meera Desai,Pune-12,Pune,5th,1
2024-03-08,Meera Desai,Pune-12,Pune,5th,1
2024-03-09,Meera Desai,Pune-12,Pune,5th,0
2024-03-10,Meera Desai,Pune-12,Pune,5th,1
2024-03-11,Meera Desai,Pune-12,Pune,5th,1
2024-03-12,Meera Desai,Pune-12,Pune,5th,1
2024-03-13,Meera Desai,Pune-12,Pune,5th,1
2024-03-14,Meera Desai,Pune-12,Pune,5th,1
2024-03-15,Meera Desai,Pune-12,Pune,5th,1
2024-03-16,Meera Desai,Pune-12,Pune,5th,1
2024-03-17,Meera Desai,Pune-12,Pune,5th,1
2024-03-18,Meera Desai,Pune-12,Pune,5th,1
2024-03-19,Meera Desai,Pune-12,Pune,5th,1
2024-03-20,Meera Desai,Pune-12,Pune,5th,1
2024-03-21,Meera Desai,Pune-12,Pune,5th,1
2024-03-22,Meera Desai,Pune-12,Pune,5th,1
2024-03-23,Meera Desai,Pune-12,Pune,5th,1
2024-03-24,Meera Desai,Pune-12,Pune,5th,1
2024-03-25,Meera Desai,Pune-12,Pune,5th,1
2024-03-26,Meera Desai,Pune-12,Pune,5th,1
2024-03-27,Meera Desai,Pune-12,Pune,5th,1
2024-03-28,Meera Desai,Pune-12,Pune,5th,1
2024-03-29,Meera Desai,Pune-12,Pune,5th,1
2024-03-30,Meera Desai,Pune-12,Pune,5th,1
2024-03-31,Meera Desai,Pune-12,Pune,5th,1
2024-04-01,Meera Desai,Pune-12,Pune,5th,1
2024-04-02,Meera Desai,Pune-12,Pune,5th,1
2024-04-03,Meera Desai,Pune-12,Pune,5th,1
2024-04-04,Meera Desai,Pune-12,Pune,5th,1
2024-04-05,Meera Desai,Pune-12,Pune,5th,1
2024-04-06,Meera Desai,Pune-12,Pune,5th,1
2024-04-07,Meera Desai,Pune-12,Pune,5th,1
2024-04-08,Meera Desai,Pune-12,Pune,5th,1
2024-04-09,Meera Desai,Pune-12,Pune,5th,1
2024-04-10,Meera Desai,Pune-12,Pune,5th,1
2024-04-11,Meera Desai,Pune-12,Pune,5th,1
2024-04-12,Meera Desai,Pune-12,Pune,5th,1
2024-04-13,Meera Desai,Pune-12,Pune,5th,1
2024-04-14,Meera Desai,Pune-12,Pune,5th,1
2024-04-15,Meera Desai,Pune-12,Pune,5th,1
2024-04-16,Meera Desai,Pune-12,Pune,5th,1
2024-04-17,Meera Desai,Pune-12,Pune,5th,1
2024-04-18,Meera Desai,Pune-12,Pune,5th,1
2024-04-19,Meera Desai,Pune-12,Pune,5th,1
2024-04-20,Meera Desai,Pune-12,Pune,5th,1
2024-04-21,Meera Desai,Pune-12,Pune,5th,0
2024-04-22,Meera Desai,Pune-12,Pune,5th,1
2024-04-23,Meera Desai,Pune-12,Pune,5th,1
2024-04-24,Meera Desai,Pune-12,Pune,5th,1
2024-04-25,Meera Desai,Pune-12,Pune,5th,1
2024-04-26,Meera Desai,Pune-12,Pune,5th,1
2024-04-27,Meera Desai,Pune-12,Pune,5th,1
2024-04-28,Meera Desai,Pune-12,Pune,5th,1
2024-04-29,Meera Desai,Pune-12,Pune,5th,1
2024-04-30,Meera Desai,Pune-12,Pune,5th,1
2024-05-01,Meera Desai,Pune-12,Pune,5th,1
2024-05-02,Meera Desai,Pune-12,Pune,5th,1
2024-05-03,Meera Desai,Pune-12,Pune,5th,1
2024-05-04,Meera Desai,Pune-12,Pune,5th,1
2024-05-05,Meera Desai,Pune-12,Pune,5th,1
2024-05-06,Meera Desai,Pune-12,Pune,5th,1
2024-05-07,Meera Desai,Pune-12,Pune,5th,1
2024-05-08,Meera Desai,Pune-12,Pune,5th,1
2024-05-09,Meera Desai,Pune-12,Pune,5th,1
2024-05-10,Meera Desai,Pune-12,Pune,5th,0
2024-05-11,Meera Desai,Pune-12,Pune,5th,1
2024-05-12,Meera Desai,Pune-12,Pune,5th,1
2024-05-13,Meera Desai,Pune-12,Pune,5th,1
2024-05-14,Meera Desai,Pune-12,Pune,5th,1
2024-05-15,Meera Desai,Pune-12,Pune,5th,1
2024-05-16,Meera Desai,Pune-12,Pune,5th,1
2024-05-17,Meera Desai,Pune-12,Pune,5th,1
2024-05-18,Meera Desai,Pune-12,Pune,5th,1
2024-05-19,Meera Desai,Pune-12,Pune,5th,1
2024-05-20,Meera Desai,Pune-12,Pune,5th,1
2024-05-21,Meera Desai,Pune-12,Pune,5th,1
2024-05-22,Meera Desai,Pune-12,Pune,5th,1
2024-05-23,Meera Desai,Pune-12,Pune,5th,1
2024-05-24,Meera Desai,Pune-12,Pune,5th,1
2024-05-25,Meera Desai,Pune-12,Pune,5th,0
2024-05-26,Meera Desai,Pune-12,Pune,5th,1
2024-05-27,Meera Desai,Pune-12,Pune,5th,0
2024-05-28,Meera Desai,Pune-12,Pune,5th,1
2024-05-29,Meera Desai,Pune-12,Pune,5th,0
2024-05-30,Meera Desai,Pune-12,Pune,5th,1
2024-05-31,Meera Desai,Pune-12,Pune,5th,1
2024-06-01,Meera Desai,Pune-12,Pune,5th,1
2024-06-02,Meera Desai,Pune-12,Pune,5th,1
2024-06-03,Meera Desai,Pune-12,Pune,5th,1
2024-06-04,Meera Desai,Pune-12,Pune,5th,1
2024-06-05,Meera Desai,Pune-12,Pune,5th,1
2024-06-06,Meera Desai,Pune-12,Pune,5th,1
2024-06-07,Meera Desai,Pune-12,Pune,5th,0
2024-06-08,Meera Desai,Pune-12,Pune,5th,1
2024-06-09,Meera Desai,Pune-12,Pune,5th,1
2024-06-10,Meera Desai,Pune-12,Pune,5th,1
2024-06-11,Meera Desai,Pune-12,Pune,5th,1
2024-06-12,Meera Desai,Pune-12,Pune,5th,1
2024-06-13,Meera Desai,Pune-12,Pune,5th,1
2024-06-14,Meera Desai,Pune-12,Pune,5th,1
2024-06-15,Meera Desai,Pune-12,Pune,5th,1
2024-06-16,Meera Desai,Pune-12,Pune,5th,0
2024-06-17,Meera Desai,Pune-12,Pune,5th,1
2024-06-18,Meera Desai,Pune-12,Pune,5th,1
2024-06-19,Meera Desai,Pune-12,Pune,5th,1
2024-06-20,Meera Desai,Pune-12,Pune,5th,1
2024-06-21,Meera Desai,Pune-12,Pune,5th,1
2024-06-22,Meera Desai,Pune-12,Pune,5th,1
2024-06-23,Meera Desai,Pune-12,Pune,5th,1
2024-06-24,Meera Desai,Pune-12,Pune,5th,1
2024-06-25,Meera Desai,Pune-12,Pune,5th,1
2024-06-26,Meera Desai,Pune-12,Pune,5th,1
2024-06-27,Meera Desai,Pune-12,Pune,5th,1
2024-06-28,Meera Desai,Pune-12,Pune,5th,1
2024-06-29,Meera Desai,Pune-12,Pune,5th,1
2024-06-30,Meera Desai,Pune-12,Pune,5th,1
2024-07-01,Meera Desai,Pune-12,Pune,5th,0
2024-07-02,Meera Desai,Pune-12,Pune,5th,1
2024-07-03,Meera Desai,Pune-12,Pune,5th,1
2024-07-04,Meera Desai,Pune-12,Pune,5th,1
2024-07-05,Meera Desai,Pune-12,Pune,5th,0
2024-07-06,Meera Desai,Pune-12,Pune,5th,1
2024-07-07,Meera Desai,Pune-12,Pune,5th,1
2024-07-08,Meera Desai,Pune-12,Pune,5th,1
2024-07-09,Meera Desai,Pune-12,Pune,5th,1
2024-07-10,Meera Desai,Pune-12,Pune,5th,1
2024-07-11,Meera Desai,Pune-12,Pune,5th,1
2024-07-12,Meera Desai,Pune-12,Pune,5th,1
2024-07-13,Meera Desai,Pune-12,Pune,5th,0
2024-07-14,Meera Desai,Pune-12,Pune,5th,1
2024-07-15,Meera Desai,Pune-12,Pune,5th,1
2024-07-16,Meera Desai,Pune-12,Pune,5th,1
2024-07-17,Meera Desai,Pune-12,Pune,5th,1
2024-07-18,Meera Desai,Pune-12,Pune,5th,0
2024-07-19,Meera Desai,Pune-12,Pune,5th,1
2024-07-20,Meera Desai,Pune-12,Pune,5th,1
2024-07-21,Meera Desai,Pune-12,Pune,5th,1
2024-07-22,Meera Desai,Pune-12,Pune,5th,1
2024-07-23,Meera Desai,Pune-12,Pune,5th,1
2024-07-24,Meera Desai,Pune-12,Pune,5th,1
2024-07-25,Meera Desai,Pune-12,Pune,5th,1
2024-07-26,Meera Desai,Pune-12,Pune,5th,1
2024-07-27,Meera Desai,Pune-12,Pune,5th,1
2024-07-28,Meera Desai,Pune-12,Pune,5th,0
2024-07-29,Meera Desai,Pune-12,Pune,5th,0
2024-07-30,Meera Desai,Pune-12,Pune,5th,1
2024-07-31,Meera Desai,Pune-12,Pune,5th,1
2024-08-01,Meera Desai,Pune-12,Pune,5th,1
2024-08-02,Meera Desai,Pune-12,Pune,5th,1
2024-08-03,Meera Desai,Pune-12,Pune,5th,1
2024-08-04,Meera Desai,Pune-12,Pune,5th,1
2024-08-05,Meera Desai,Pune-12,Pune,5th,1
2024-08-06,Meera Desai,Pune-12,Pune,5th,1
2024-08-07,Meera Desai,Pune-12,Pune,5th,1
2024-08-08,Meera Desai,Pune-12,Pune,5th,1
2024-08-09,Meera Desai,Pune-12,Pune,5th,1
2024-08-10,Meera Desai,Pune-12,Pune,5th,1
2024-08-11,Meera Desai,Pune-12,Pune,5th,1
2024-08-12,Meera Desai,Pune-12,Pune,5th,1
2024-08-13,Meera Desai,Pune-12,Pune,5th,1
2024-08-14,Meera Desai,Pune-12,Pune,5th,1
2024-08-15,Meera Desai,Pune-12,Pune,5th,1
2024-08-16,Meera Desai,Pune-12,Pune,5th,1
2024-08-17,Meera Desai,Pune-12,Pune,5th,1
2024-08-18,Meera Desai,Pune-12,Pune,5th,1
2024-08-19,Meera Desai,Pune-12,Pune,5th,1
2024-08-20,Meera Desai,Pune-12,Pune,5th,1
2024-08-21,Meera Desai,Pune-12,Pune,5th,1
2024-08-22,Meera Desai,Pune-12,Pune,5th,1
2024-08-23,Meera Desai,Pune-12,Pune,5th,1
2024-08-24,Meera Desai,Pune-12,Pune,5th,1
2024-08-25,Meera Desai,Pune-12,Pune,5th,1
2024-08-26,Meera Desai,Pune-12,Pune,5th,1
2024-08-27,Meera Desai,Pune-12,Pune,5th,1
2024-08-28,Meera Desai,Pune-12,Pune,5th,1
2024-08-29,Meera Desai,Pune-12,Pune,5th,1
2024-08-30,Meera Desai,Pune-12,Pune,5th,1
2024-08-31,Meera Desai,Pune-12,Pune,5th,1
2024-09-01,Meera Desai,Pune-12,Pune,5th,0
2024-09-02,Meera Desai,Pune-12,Pune,5th,1
2024-09-03,Meera Desai,Pune-12,Pune,5th,1
2024-09-04,Meera Desai,Pune-12,Pune,5th,1
2024-09-05,Meera Desai,Pune-12,Pune,5th,1
2024-09-06,Meera Desai,Pune-12,Pune,5th,1
2024-09-07,Meera Desai,Pune-12,Pune,5th,1
2024-09-08,Meera Desai,Pune-12,Pune,5th,1
2024-09-09,Meera Desai,Pune-12,Pune,5th,1
2024-09-10,Meera Desai,Pune-12,Pune,5th,1
2024-09-11,Meera Desai,Pune-12,Pune,5th,1
2024-09-12,Meera Desai,Pune-12,Pune,5th,0
2024-09-13,Meera Desai,Pune-12,Pune,5th,1
2024-09-14,Meera Desai,Pune-12,Pune,5th,1
2024-09-15,Meera Desai,Pune-12,Pune,5th,1
2024-09-16,Meera Desai,Pune-12,Pune,5th,1
2024-09-17,Meera Desai,Pune-12,Pune,5th,1
2024-09-18,Meera Desai,Pune-12,Pune,5th,0
2024-09-19,Meera Desai,Pune-12,Pune,5th,1
2024-09-20,Meera Desai,Pune-12,Pune,5th,1
2024-09-21,Meera Desai,Pune-12,Pune,5th,0
2024-09-22,Meera Desai,Pune-12,Pune,5th,1
2024-09-23,Meera Desai,Pune-12,Pune,5th,1
2024-09-24,Meera Desai,Pune-12,Pune,5th,1
2024-09-25,Meera Desai,Pune-12,Pune,5th,1
2024-09-26,Meera Desai,Pune-12,Pune,5th,0
2024-09-27,Meera Desai,Pune-12,Pune,5th,1
2024-09-28,Meera Desai,Pune-12,Pune,5th,1
2024-09-29,Meera Desai,Pune-12,Pune,5th,1
2024-09-30,Meera Desai,Pune-12,Pune,5th,1
2024-10-01,Meera Desai,Pune-12,Pune,5th,1
2024-10-02,Meera Desai,Pune-12,Pune,5th,0
2024-10-03,Meera Desai,Pune-12,Pune,5th,1
2024-10-04,Meera Desai,Pune-12,Pune,5th,0
2024-10-05,Meera Desai,Pune-12,Pune,5th,1
2024-10-06,Meera Desai,Pune-12,Pune,5th,1
2024-10-07,Meera Desai,Pune-12,Pune,5th,1
2024-10-08,Meera Desai,Pune-12,Pune,5th,1
2024-10-09,Meera Desai,Pune-12,Pune,5th,1
2024-10-10,Meera Desai,Pune-12,Pune,5th,1
2024-10-11,Meera Desai,Pune-12,Pune,5th,1
2024-10-12,Meera Desai,Pune-12,Pune,5th,1
2024-10-13,Meera Desai,Pune-12,Pune,5th,1
2024-10-14,Meera Desai,Pune-12,Pune,5th,1
2024-10-15,Meera Desai,Pune-12,Pune,5th,1
2024-10-16,Meera Desai,Pune-12,Pune,5th,1
2024-10-17,Meera Desai,Pune-12,Pune,5th,0
2024-10-18,Meera Desai,Pune-12,Pune,5th,1
2024-10-19,Meera Desai,Pune-12,Pune,5th,1
2024-10-20,Meera Desai,Pune-12,Pune,5th,0
2024-10-21,Meera Desai,Pune-12,Pune,5th,1
2024-10-22,Meera Desai,Pune-12,Pune,5th,0
2024-10-23,Meera Desai,Pune-12,Pune,5th,0
2024-10-24,Meera Desai,Pune-12,Pune,5th,0
2024-10-25,Meera Desai,Pune-12,Pune,5th,1
2024-10-26,Meera Desai,Pune-12,Pune,5th,1
2024-10-27,Meera Desai,Pune-12,Pune,5th,1
2024-10-28,Meera Desai,Pune-12,Pune,5th,1
2024-10-29,Meera Desai,Pune-12,Pune,5th,1
2024-10-30,Meera Desai,Pune-12,Pune,5th,1
2024-10-31,Meera Desai,Pune-12,Pune,5th,1
2024-11-01,Meera Desai,Pune-12,Pune,5th,1
2024-11-02,Meera Desai,Pune-12,Pune,5th,1
2024-11-03,Meera Desai,Pune-12,Pune,5th,1
2024-11-04,Meera Desai,Pune-12,Pune,5th,0
2024-11-05,Meera Desai,Pune-12,Pune,5th,1
2024-11-06,Meera Desai,Pune-12,Pune,5th,1
2024-11-07,Meera Desai,Pune-12,Pune,5th,1
2024-11-08,Meera Desai,Pune-12,Pune,5th,1
2024-11-09,Meera Desai,Pune-12,Pune,5th,1
2024-11-10,Meera Desai,Pune-12,Pune,5th,1
2024-11-11,Meera Desai,Pune-12,Pune,5th,1
2024-11-12,Meera Desai,Pune-12,Pune,5th,1
2024-11-13,Meera Desai,Pune-12,Pune,5th,1
2024-11-14,Meera Desai,Pune-12,Pune,5th,1
2024-11-15,Meera Desai,Pune-12,Pune,5th,1
2024-11-16,Meera Desai,Pune-12,Pune,5th,0
2024-11-17,Meera Desai,Pune-12,Pune,5th,1
2024-11-18,Meera Desai,Pune-12,Pune,5th,0
2024-11-19,Meera Desai,Pune-12,Pune,5th,1
2024-11-20,Meera Desai,Pune-12,Pune,5th,1
2024-11-21,Meera Desai,Pune-12,Pune,5th,1
2024-11-22,Meera Desai,Pune-12,Pune,5th,1
2024-11-23,Meera Desai,Pune-12,Pune,5th,0
2024-11-24,Meera Desai,Pune-12,Pune,5th,1
2024-11-25,Meera Desai,Pune-12,Pune,5th,1
2024-11-26,Meera Desai,Pune-12,Pune,5th,1
2024-11-27,Meera Desai,Pune-12,Pune,5th,1
2024-11-28,Meera Desai,Pune-12,Pune,5th,0
2024-11-29,Meera Desai,Pune-12,Pune,5th,1
2024-11-30,Meera Desai,Pune-12,Pune,5th,1
2024-12-01,Meera Desai,Pune-12,Pune,5th,1
2024-12-02,Meera Desai,Pune-12,Pune,5th,1
2024-12-03,Meera Desai,Pune-12,Pune,5th,1
2024-12-04,Meera Desai,Pune-12,Pune,5th,1
2024-12-05,Meera Desai,Pune-12,Pune,5th,1
2024-12-06,Meera Desai,Pune-12,Pune,5th,1
2024-12-07,Meera Desai,Pune-12,Pune,5th,1
2024-12-08,Meera Desai,Pune-12,Pune,5th,1
2024-12-09,Meera Desai,Pune-12,Pune,5th,1
2024-12-10,Meera Desai,Pune-12,Pune,5th,1
2024-12-11,Meera Desai,Pune-12,Pune,5th,1
2024-12-12,Meera Desai,Pune-12,Pune,5th,0
2024-12-13,Meera Desai,Pune-12,Pune,5th,0
2024-12-14,Meera Desai,Pune-12,Pune,5th,1
2024-12-15,Meera Desai,Pune-12,Pune,5th,1
2024-12-16,Meera Desai,Pune-12,Pune,5th,0
2024-12-17,Meera Desai,Pune-12,Pune,5th,1
2024-12-18,Meera Desai,Pune-12,Pune,5th,1
2024-12-19,Meera Desai,Pune-12,Pune,5th,0
2024-12-20,Meera Desai,Pune-12,Pune,5th,1
2024-12-21,Meera Desai,Pune-12,Pune,5th,1
2024-12-22,Meera Desai,Pune-12,Pune,5th,1
2024-12-23,Meera Desai,Pune-12,Pune,5th,1
2024-12-24,Meera Desai,Pune-12,Pune,5th,1
2024-12-25,Meera Desai,Pune-12,Pune,5th,1
2024-12-26,Meera Desai,Pune-12,Pune,5th,1
2024-12-27,Meera Desai,Pune-12,Pune,5th,1
2024-12-28,Meera Desai,Pune-12,Pune,5th,1
2024-12-29,Meera Desai,Pune-12,Pune,5th,1
2024-12-30,Meera Desai,Pune-12,Pune,5th,1
2024-12-31,Meera Desai,Pune-12,Pune,5th,0
